        Txhash,        Owner,        UnixTime,        Time,        Source,        Platform,        Side,        VolumeUSD,        Price,        From Address,        From Symbol,        From Decimals,        From Amount,        From UiAmount,        To Address,        To Symbol,        To Decimals,        To Amount,        To UiAmount,        
sJXuSwuVxoM4vd15Hturvu8nUbKC4zWJLZQoVzTAa8r2BNf4Py92yJ1ogPJyxjTSu6njRUeCRJuhFQ3joWhekzc,GnaN6qurWGyDtoP3JwyV2mLjnjp9W7VVGijbP3FnEsDo,1725672001,2024-09-07T01:20:01.000Z,Pump.fun,Pump.fun,buy,12.37896436468335,0.000003668974444497313,So11111111111111111111111111111111111111112,SOL,9,99413462,0.099413462,62F1XLbKEPq3eBUQrLdrwgBQxjxvwZAJ5gNoJkwc8tow,encrypted,6,3373957641828,3373957.641828
5GYT6x4GmhgKonAwke52A7DXfBNVL7iZZ3BSipJ1UWXW2BFZdGLWwiXTgD5dpHRe9za6PGvrZ21jFXdqes7rnS8R,7b6eRaTbxoYBxQdHm4UakXn6igUZyXiCjRhZw5ntwEqy,1725671998,2024-09-07T01:19:58.000Z,Pump.fun,Pump.fun,sell,11.25979092525216,0.000003667905356914441,62F1XLbKEPq3eBUQrLdrwgBQxjxvwZAJ5gNoJkwc8tow,encrypted,6,3069815011455,3069815.011455,So11111111111111111111111111111111111111112,SOL,9,90425561,0.090425561
5LvPXE3hbKgiPfudeVJip6uDguCpwkgXJSSymCFPvCyvYYPMvX5QAjtnjRP1GfgsXJw1Y6aUa4HtMGbfxaLfYEV9,Cxw3Lodm8U23qEHEt2Fv85Gsbw8x1Zq7DxzFEd49Afes,1725671986,2024-09-07T01:19:46.000Z,Pump.fun,Pump.fun,sell,6.1528797393538,0.0000036849055508176956,62F1XLbKEPq3eBUQrLdrwgBQxjxvwZAJ5gNoJkwc8tow,encrypted,6,1669752359864,1669752.359864,So11111111111111111111111111111111111111112,SOL,9,49408501,0.049408501
hAzuqPeDNqvC1YxRxpuA9eZfcUo4e5nmJpmoDWRmAadE1dUjmuZd96kZydXnEvCEoqiSdNuvHo4ivDVL95vATxv,F9LUHymnCz2rsf3F9kGXmrsyXFfKbvCqiv5ZmfVF8rud,1725671979,2024-09-07T01:19:39.000Z,Pump.fun,Pump.fun,buy,2.491524101996246,0.000003689764721593389,So11111111111111111111111111111111111111112,SOL,9,20000001,0.020000001,62F1XLbKEPq3eBUQrLdrwgBQxjxvwZAJ5gNoJkwc8tow,encrypted,6,675252838593,675252.838593
hycbbSTHii8u4qKZ8caJteE4i9yZq1a9vq48fQfG9R118N7Gf98Gh99HsNGYHCYE7shVsDF3HCNQwKrMtwsEak2,C9uKHaCBZuz6TzkxMsDBmbtqEfHyaVzqeYfe5pWb2aFy,1725671975,2024-09-07T01:19:35.000Z,Pump.fun,Pump.fun,buy,2.491524101996246,0.00000368498639589635,So11111111111111111111111111111111111111112,SOL,9,20000001,0.020000001,62F1XLbKEPq3eBUQrLdrwgBQxjxvwZAJ5gNoJkwc8tow,encrypted,6,676128439652,676128.439652
2Rh98QAVZzvZBmkaDuEirLqS5jCd2beBPnZ2rFqwYF5ygJRX8ffaGN8LoKsCHpiwjpRhvzYeKTnB9GZ7b84KCGsR,HFHVwVK8NNjGXBtXskYt17Xvn97g59zrnWXpmLKNyfxc,1725671961,2024-09-07T01:19:21.000Z,Pump.fun,Pump.fun,buy,18.693450429719995,0.000003666068332585413,So11111111111111111111111111111111111111112,SOL,9,150000001,0.150000001,62F1XLbKEPq3eBUQrLdrwgBQxjxvwZAJ5gNoJkwc8tow,encrypted,6,5099045826169,5099045.826169
rs11Bh2okGwbYqcnXg1zdhbqfLcK9EvWEV9taeoXNV8Sa4mMizskEMxFG66DWfrgb2mLVcJzRgDwc199D58x6ty,C9uKHaCBZuz6TzkxMsDBmbtqEfHyaVzqeYfe5pWb2aFy,1725671946,2024-09-07T01:19:06.000Z,Pump.fun,Pump.fun,buy,16.19815883517233,0.0000036321568476861255,So11111111111111111111111111111111111111112,SOL,9,130000001,0.130000001,62F1XLbKEPq3eBUQrLdrwgBQxjxvwZAJ5gNoJkwc8tow,encrypted,6,4459652904442,4459652.904442
24Pph2i8gNNkkM98NLtijuExi6bsKKmLFYt8C81jGQKmUfbXDeWSr8Dh5v36Mc2fpKbkFiixS5z71zw6SLiPLnZw,5eT94r7AMZKQevu1WDrNRqGUr37PAUTF686wxpyqvffK,1725671915,2024-09-07T01:18:35.000Z,Pump.fun,Pump.fun,sell,15.912122271887466,0.0000036323791774453656,62F1XLbKEPq3eBUQrLdrwgBQxjxvwZAJ5gNoJkwc8tow,encrypted,6,4380633599788,4380633.599788,So11111111111111111111111111111111111111112,SOL,9,127686945,0.127686945
Wdgdnnw9aeV5tN7zhEenvfb1UuY1Amiw6BmFQt2dHrEXtSj6KDUv843gospDm23EixeiSG3BdJSL6faYphFb46G,67bYX3Y8SBLsPm4WuRuborZTHgTVA9dxsns4bQtGwFsd,1725671913,2024-09-07T01:18:33.000Z,Pump.fun,Pump.fun,sell,78.38052735988569,0.0000037231810324145896,62F1XLbKEPq3eBUQrLdrwgBQxjxvwZAJ5gNoJkwc8tow,encrypted,6,21052032301812,21052032.301812,So11111111111111111111111111111111111111112,SOL,9,628812074,0.628812074
5Y1gPbSiUzfvJQNqAiG2qNAdxgRk84eLXCxR44VDKNcRgkLxTZrxfGVAErQP8pzmaTit856dtb9gDn1dgy6sJqpz,7b6eRaTbxoYBxQdHm4UakXn6igUZyXiCjRhZw5ntwEqy,1725671905,2024-09-07T01:18:25.000Z,Pump.fun,Pump.fun,buy,11.622395564266993,0.0000037860247346820834,So11111111111111111111111111111111111111112,SOL,9,93293324,0.093293324,62F1XLbKEPq3eBUQrLdrwgBQxjxvwZAJ5gNoJkwc8tow,encrypted,6,3069815011455,3069815.011455
